Dtm Inserted Date,Avg. Dec Chemical Temp,Avg. Dec Drying Temp,Avg. Dec Hot Water Temp,Txt Activity
10/18/2023 16:20,79.6,21.8,80.6,3
10/18/2023 16:20,79.6,21.9,80.4,3
10/18/2023 16:20,79.8,20.8,80.7,3
10/18/2023 16:20,79.6,21,80.7,3
10/18/2023 16:21,79.7,20.9,80.5,3
10/18/2023 16:21,79.7,20.6,80.2,3
10/18/2023 16:21,79.5,20.8,80.6,3
10/18/2023 16:21,79.7,20.9,80.4,3
10/18/2023 16:21,79.7,19.7,80,3
10/18/2023 16:21,79.7,20.9,80.5,3
10/18/2023 16:21,79.5,21.5,80.7,3
10/18/2023 16:21,79.7,20.4,80.5,3
10/18/2023 16:21,79.6,20.5,80.3,3
10/18/2023 16:21,79.8,20.9,80.4,3
10/18/2023 16:21,80.5,20.1,80.4,3
10/18/2023 16:21,80.7,21,80.2,3
10/18/2023 16:21,80.7,20.8,80.3,3
10/18/2023 16:21,80.8,19.9,80.4,3
10/18/2023 16:21,80.6,20.8,80.3,3
10/18/2023 16:21,80.6,20.8,80.4,3
10/18/2023 16:21,80.5,20.9,80.7,3
10/18/2023 16:21,80.7,20.9,80.1,3
10/18/2023 16:21,80.7,20.7,80.2,3
10/18/2023 16:21,80.7,20.8,80.6,3
10/18/2023 16:21,80.8,20.9,80.4,3
10/18/2023 16:21,80.8,20,80.2,3
10/18/2023 16:22,80.5,20,80.6,3
10/18/2023 16:22,80.6,19.8,80.3,3
10/18/2023 16:22,80.6,20.8,80.7,4
10/18/2023 16:22,80.5,20.8,80.3,5
10/18/2023 16:22,80.6,19.9,80.2,6
10/18/2023 16:22,80.7,20.9,80.2,6
10/18/2023 16:22,80.8,20.7,80.3,6
10/18/2023 16:22,80.6,20.9,80.6,6
10/18/2023 16:22,80.8,20.8,80.2,6
10/18/2023 16:22,80.7,19.7,80,6
10/18/2023 16:22,80.7,20.6,80.3,6
10/18/2023 16:22,80.8,20.7,80.6,6
10/18/2023 16:22,80.7,20.9,80.3,6
10/18/2023 16:22,80.8,20.6,80.2,6
10/18/2023 16:22,80.6,20.5,80.6,6
10/18/2023 16:22,80.6,21.9,80.6,6
10/18/2023 16:22,80.7,21.6,80.4,6
10/18/2023 16:22,80.5,20.8,80.5,6
10/18/2023 16:22,80.9,21.9,80.6,6
10/18/2023 16:22,80.5,21.7,80.7,6
10/18/2023 16:22,79.9,21.6,80.2,6
10/18/2023 16:22,78.8,21.7,80.3,6
10/18/2023 16:22,76.8,21.8,80.4,6
10/18/2023 16:22,75.6,21.8,80.6,6
10/18/2023 16:22,73.8,21.8,80.6,6
10/18/2023 16:22,71.7,21.7,80.4,6
10/18/2023 16:23,69.8,20.9,80.4,6
10/18/2023 16:23,68.6,21.9,80.1,6
10/18/2023 16:23,65.7,20.8,80.7,6
10/18/2023 16:23,64.7,21.9,80.5,6
10/18/2023 16:23,64.9,21.7,80.5,6
10/18/2023 16:23,63.9,20.8,80.2,6
10/18/2023 16:23,62.7,21.9,80.1,6
10/18/2023 16:23,62.9,21.7,80.2,6
10/18/2023 16:23,61.8,22,80.2,6
10/18/2023 16:23,61.7,21.6,80.6,6
10/18/2023 16:23,61.7,23,80.4,6
10/18/2023 16:23,61.6,22.8,80.6,6
10/18/2023 16:23,60.9,22.5,80.2,6
10/18/2023 16:23,61.8,22.8,80.3,6
10/18/2023 16:23,60.7,22.6,80.6,6
10/18/2023 16:23,60.6,22.9,80.1,6
10/18/2023 16:23,60.7,23.5,80.2,6
10/18/2023 16:23,59.8,23.5,80.4,6
10/18/2023 16:23,59.7,22.8,80.5,6
10/18/2023 16:23,59.7,22.8,80.3,6
10/18/2023 16:23,59.9,23,80.2,6
10/18/2023 16:23,60,23,80.6,6
10/18/2023 16:23,59.5,22.7,80.6,6
10/18/2023 16:23,59.6,22.5,80.5,6
10/18/2023 16:23,59.9,22.8,80.6,6
10/18/2023 16:23,59.5,22.6,80.4,6
10/18/2023 16:24,59.7,23.7,80.4,6
10/18/2023 16:24,59.8,22.8,80.1,6
10/18/2023 16:24,59.8,23.9,80.2,6
10/18/2023 16:24,59.7,23.8,80.5,6
10/18/2023 16:24,59.8,23.5,80.6,6
10/18/2023 16:24,59.9,22.8,80.4,6
10/18/2023 16:24,59.5,22.9,80.5,6
10/18/2023 16:24,59.8,22.8,80.6,6
10/18/2023 16:24,59.8,22.7,80.6,6
10/18/2023 16:24,59.6,22.8,80.6,6
10/18/2023 16:24,59.7,22.6,80.3,6
10/18/2023 16:24,59.7,22.8,80.4,6
10/18/2023 16:24,59.7,22,80.5,6
10/18/2023 16:24,59.6,22,80.4,6
10/18/2023 16:24,59.6,21.8,80.1,6
10/18/2023 16:24,59.6,22.6,80.3,6
10/18/2023 16:24,59.6,23.9,80.2,6
10/18/2023 16:24,59.8,22.8,80.2,6
10/18/2023 16:24,59.7,22.9,80.3,6
10/18/2023 16:24,59.6,23.9,80.6,6
10/18/2023 16:24,59.8,23.8,80.1,6
10/18/2023 16:24,59.9,24,80.5,6
10/18/2023 16:24,59.8,23.7,80.3,6
10/18/2023 16:24,59.7,23.5,80.4,6
10/18/2023 16:24,59.6,23.7,80.3,6
10/18/2023 16:24,59.9,23.7,80.5,6
10/18/2023 16:25,60.8,23.4,80.3,6
10/18/2023 16:25,59.7,23.7,80.5,6
10/18/2023 16:25,59.9,23.9,80.4,6
10/18/2023 16:25,59.8,24.6,80.6,6
10/18/2023 16:25,59.7,24.6,80.4,6
10/18/2023 16:25,59.6,24.7,79.9,6
10/18/2023 16:25,59.6,23.9,80.1,6
10/18/2023 16:25,59.9,23.8,79.7,6
10/18/2023 16:25,59.6,23.6,80.4,6
10/18/2023 16:25,59.7,24.7,79.2,6
10/18/2023 16:25,59.8,23.9,80.5,6
10/18/2023 16:25,59.8,23.7,80,6
10/18/2023 16:25,59.6,24.8,79.6,6
10/18/2023 16:25,59.7,24.6,80.3,6
10/18/2023 16:25,59.9,24.8,80.3,6
10/18/2023 16:25,59.8,23.8,79.7,6
10/18/2023 16:25,60.6,23.7,80.3,6
10/18/2023 16:25,60.6,23.9,79.6,6
10/18/2023 16:25,60.8,23.9,79.7,6
10/18/2023 16:25,59.8,22.7,79.3,6
10/18/2023 16:25,59.8,22.5,80.4,6
10/18/2023 16:25,60.9,22.5,79.4,6
10/18/2023 16:25,60.6,22.5,80.6,6
10/18/2023 16:25,59.8,22.8,79.4,6
10/18/2023 16:25,59.7,22.5,79.4,6
10/18/2023 16:25,59.8,22.6,80.3,6
10/18/2023 16:25,59.7,22.6,79.3,6
10/18/2023 16:26,59.9,22.8,80.6,6
10/18/2023 16:26,59.7,23.5,79.2,6
10/18/2023 16:26,59.6,23.5,79.1,6
10/18/2023 16:26,59.8,24.5,80.3,6
10/18/2023 16:26,59.8,24.7,79.6,6
10/18/2023 16:26,59.7,24.6,79.2,6
10/18/2023 16:26,59.8,23.7,80.5,6
10/18/2023 16:26,60.9,24.6,80.5,6
10/18/2023 16:26,60.9,24.7,79.6,6
10/18/2023 16:26,60.6,24.6,80.2,6
10/18/2023 16:26,60.8,23.8,79.4,6
10/18/2023 16:26,60.7,23.8,79.7,7
10/18/2023 16:26,59.7,22.6,79.4,8
10/18/2023 16:26,59.8,23.9,79.4,8
10/18/2023 16:26,58.8,23.7,79.5,8
10/18/2023 16:26,57.8,23.9,79.1,8
10/18/2023 16:26,56.7,23.6,79.3,8
10/18/2023 16:26,55.7,23.5,80.4,8
10/18/2023 16:26,53.7,23.7,79.3,8
10/18/2023 16:26,52.7,24.5,79.4,8
10/18/2023 16:26,52.7,24.1,80.3,8
10/18/2023 16:26,51.9,24.7,80.5,8
10/18/2023 16:27,51.7,24.5,79.6,8
10/18/2023 16:27,51.8,25.8,80.4,8
10/18/2023 16:27,51.9,25.2,80.2,8
10/18/2023 16:27,51.8,25.9,80.3,8
10/18/2023 16:27,50.7,25.6,80.3,8
10/18/2023 16:27,52,25.8,80.2,8
10/18/2023 16:27,50.7,26.8,80.2,8
10/18/2023 16:27,50.7,27,80.5,8
10/18/2023 16:27,50.7,27.6,80.1,8
10/18/2023 16:27,50.9,27.6,80.6,8
10/18/2023 16:27,50.9,28.3,80.6,8
10/18/2023 16:27,50.8,27.6,80,8
10/18/2023 16:27,50.7,27.6,80.1,8
10/18/2023 16:27,50.7,28.7,80.2,8
10/18/2023 16:27,50.7,29.2,80.2,8
10/18/2023 16:27,50.6,28.8,80.6,8
10/18/2023 16:27,50.8,29.4,80.2,8
10/18/2023 16:27,51.1,29.5,80.2,8
10/18/2023 16:27,50.9,29.8,80.2,8
10/18/2023 16:27,51.9,29.8,80.5,8
10/18/2023 16:27,51.7,29.9,80.1,8
10/18/2023 16:27,51.7,29.7,80.7,8
10/18/2023 16:27,51.9,29.7,80.1,8
10/18/2023 16:27,51.8,29.7,79.1,8
10/18/2023 16:27,51.8,29.6,74.5,8
10/18/2023 16:27,51.9,29.6,71.9,8
10/18/2023 16:27,51.6,29.5,69.4,8
10/18/2023 16:28,51.6,29.7,66.1,8
10/18/2023 16:28,51.9,29.8,59.7,8
10/18/2023 16:28,51.6,29.9,58.3,8
10/18/2023 16:28,51.8,29.8,56.3,8
10/18/2023 16:28,51.8,29.7,54.3,8
10/18/2023 16:28,51.7,28.5,52.6,8
10/18/2023 16:28,51.9,28.7,49.2,8
10/18/2023 16:28,51.8,29.6,47.6,8
10/18/2023 16:28,51.7,28.7,45.8,8
10/18/2023 16:28,51.7,29,44.3,8
10/18/2023 16:28,51.7,29.6,43.7,9
10/18/2023 16:28,51.7,28.9,43.6,10
10/18/2023 16:28,52.4,27.7,42.3,10
10/18/2023 16:28,52.8,27.5,41.3,10
10/18/2023 16:28,52.9,28.9,41.4,10
10/18/2023 16:28,52.6,27.8,40.5,10
10/18/2023 16:28,52.6,28,40.3,10
10/18/2023 16:28,52.8,28.9,39.5,10
10/18/2023 16:28,52.6,27.6,38.6,10
10/18/2023 16:28,52.7,27.9,38.5,10
10/18/2023 16:28,52.6,27.7,38.7,10
10/18/2023 16:28,52.7,27.8,37.9,10
10/18/2023 16:28,52.8,26.8,37.2,10
10/18/2023 16:28,52.9,26.8,37.3,10
10/18/2023 16:28,52.8,25.8,37.8,10
10/18/2023 16:29,52.6,25.5,36.7,10
10/18/2023 16:29,52.8,25.7,36.4,10
10/18/2023 16:29,52.9,25.7,36.3,10
10/18/2023 16:29,52.8,24.6,36.7,10
10/18/2023 16:29,52.9,25.9,36.4,10
10/18/2023 16:29,52.7,24.7,36.6,10
10/18/2023 16:29,52.8,24.5,35.3,10
10/18/2023 16:29,52.8,25.7,35.5,10
10/18/2023 16:29,52.7,24.7,35.7,10
10/18/2023 16:29,52.9,24.8,35.4,10
10/18/2023 16:29,52.7,24.8,35.8,10
10/18/2023 16:29,52.9,23.7,35.5,10
10/18/2023 16:29,53,23.7,35.5,10
10/18/2023 16:29,52.6,23.7,35.6,10
10/18/2023 16:29,52.9,23.9,34.7,10
10/18/2023 16:29,52.8,23.5,34.7,10
10/18/2023 16:29,52.7,23.9,34.3,10
10/18/2023 16:29,52.9,22.9,34.5,10
10/18/2023 16:29,52.7,23.7,34.3,10
10/18/2023 16:29,52.8,22.9,34.5,10
10/18/2023 16:29,52.7,23.9,34.5,10
10/18/2023 16:29,52.7,22.8,34.3,10
10/18/2023 16:29,52.8,22.8,34.3,10
10/18/2023 16:30,52.7,23.8,34.7,10
10/18/2023 16:30,52.6,22.5,34.4,10
10/18/2023 16:30,52.6,22.7,34.3,10
10/18/2023 16:30,52.6,23.5,34.2,10
10/18/2023 16:30,52.6,22.8,34.4,10
10/18/2023 16:30,52.8,22.4,34.5,10
10/18/2023 16:30,52.6,23.3,34.2,10
10/18/2023 16:30,52.7,22.9,34.3,10
10/18/2023 16:30,52.8,22.8,34.6,10
10/18/2023 16:30,52.6,23.9,34.4,10
10/18/2023 16:30,52.9,23.9,34.3,10
10/18/2023 16:30,52.8,22.8,34.3,10
10/18/2023 16:30,52.9,22.7,33.6,10
10/18/2023 16:30,52.7,22.7,34.5,10
10/18/2023 16:30,52.8,22.6,34.5,10
10/18/2023 16:30,52.6,22.5,34.4,10
10/18/2023 16:30,52.7,22.8,33.8,10
10/18/2023 16:30,52.7,22.5,34.6,10
10/18/2023 16:30,52.7,22.7,33.3,10
10/18/2023 16:30,52.8,22.7,33.3,10
10/18/2023 16:30,52.9,22.9,33.8,10
10/18/2023 16:30,52.9,22.8,34.5,10
10/18/2023 16:30,52.7,22.4,34.4,10
10/18/2023 16:32,54.8,23.6,34.7,13
10/18/2023 16:32,54.7,23.8,34.5,13
10/18/2023 16:32,54.6,22.8,34.4,13
10/18/2023 16:32,54.9,23.7,34.2,13
10/18/2023 16:32,55.9,23.7,34.7,13
10/18/2023 16:32,55.9,23.6,34.6,13
10/18/2023 16:32,55.9,23.6,34.6,13
10/18/2023 16:32,55.7,24,34.2,13
10/18/2023 16:32,55.6,24.7,34.5,13
10/18/2023 16:32,55.9,24.5,34.5,13
10/18/2023 16:32,55.8,24.8,34.5,13
10/18/2023 16:32,55.8,25.9,34.2,13
10/18/2023 16:32,55.8,24.5,34.7,13
10/18/2023 16:32,55.8,24.7,34.6,13
10/18/2023 16:32,55.8,25,34.4,13
10/18/2023 16:32,55.6,26,34.2,13
10/18/2023 16:32,55.7,25.7,34.4,13
10/18/2023 16:32,55.8,25.1,34.7,13
10/18/2023 16:32,55.8,25.5,34.5,13
10/18/2023 16:32,55.9,25.5,34.3,13
10/18/2023 16:32,55.6,24.5,34.3,13
10/18/2023 16:32,56.9,25.9,34.6,13
10/18/2023 16:32,55.9,25.9,35.3,13
10/18/2023 16:32,56.8,26,35.2,13
10/18/2023 16:32,56.8,25.6,35.6,13
10/18/2023 16:32,56.7,26.4,35.4,13
10/18/2023 16:32,56.9,26.7,35.3,13
10/18/2023 16:33,56.6,25.6,35.4,13
10/18/2023 16:33,56.9,25.7,35.4,13
10/18/2023 16:33,56.9,26.7,35.5,13
10/18/2023 16:33,56.7,26.7,35.7,13
10/18/2023 16:33,56.6,26.5,35.6,13
10/18/2023 16:33,56.7,26.3,35.7,13
10/18/2023 16:33,56.8,26.8,35.4,13
10/18/2023 16:33,56.6,26.8,35.4,13
10/18/2023 16:33,56.6,26.7,35.4,13
10/18/2023 16:33,57.9,26.7,35.4,13
10/18/2023 16:33,56.7,26.7,35.2,13
10/18/2023 16:33,57.7,26.6,35.6,13
10/18/2023 16:33,57.9,26.8,35.5,13
10/18/2023 16:33,57.7,27,35.5,13
10/18/2023 16:33,57.6,26.9,35.4,13
10/18/2023 16:33,57.6,26.6,35.5,13
10/18/2023 16:33,57.7,26.8,35.8,13
10/18/2023 16:33,57.6,27.8,35.6,13
10/18/2023 16:33,57.6,27.5,35.5,13
10/18/2023 16:33,57.8,26.6,35.4,13
10/18/2023 16:33,57.8,27.3,35.3,13
10/18/2023 16:33,58.8,26.8,35.3,13
10/18/2023 16:33,58.7,26.9,35.4,13
10/18/2023 16:33,58.8,26.8,35.8,13
10/18/2023 16:33,58.9,26.8,35.2,13
10/18/2023 16:34,58.7,27.7,35.6,13
10/18/2023 16:34,58.8,26.9,36.7,13
10/18/2023 16:34,58.8,26.6,36.3,13
10/18/2023 16:34,58.8,26.7,36.4,13
10/18/2023 16:34,58.8,27.5,36.5,13
10/18/2023 16:34,58.8,26.7,36.6,13
10/18/2023 16:34,59.5,26.6,36.4,13
10/18/2023 16:34,59.6,26.8,36.6,13
10/18/2023 16:34,59.7,26.7,36.4,13
10/18/2023 16:34,59.7,26.5,36.7,13
10/18/2023 16:34,58.7,26.8,36.3,13
10/18/2023 16:34,59.8,27.7,36.4,13
10/18/2023 16:34,59.9,27.6,36.3,13
10/18/2023 16:34,59.7,26.8,36.3,13
10/18/2023 16:34,60,27.6,36.5,13
10/18/2023 16:34,59.9,27.6,36.5,13
10/18/2023 16:34,59.9,27.3,36.5,13
10/18/2023 16:34,59.7,26.7,36.5,13
10/18/2023 16:34,59.8,26.7,36.6,13
10/18/2023 16:34,59.8,27.7,36.2,13
10/18/2023 16:34,59.9,26.8,36.4,13
10/18/2023 16:34,59.8,26.5,36.7,13
10/18/2023 16:34,59.9,27.9,36.4,13
10/18/2023 16:34,59.9,27.5,36.3,13
10/18/2023 16:34,60.8,27.7,36.7,13
10/18/2023 16:34,61,26.6,36.3,13
10/18/2023 16:34,60,26.7,37.1,13
10/18/2023 16:34,60.8,26.5,36.4,13
10/18/2023 16:34,60.8,26.5,36.7,13
10/18/2023 16:35,60.6,27.4,37.4,13
10/18/2023 16:35,60.7,26.5,36.6,13
10/18/2023 16:35,60.8,26.8,37.3,13
10/18/2023 16:35,60.7,26.8,37.6,13
10/18/2023 16:35,60.7,27.8,37.3,13
10/18/2023 16:35,60.9,26.7,37.5,13
10/18/2023 16:35,60.7,26.5,37.5,13
10/18/2023 16:35,60.8,27,37.6,13
10/18/2023 16:35,60.8,26.8,37.5,13
10/18/2023 16:35,60.8,26.9,37.3,13
10/18/2023 16:35,61.1,25.5,37.2,13
10/18/2023 16:35,61.8,26.7,37.3,13
10/18/2023 16:35,61.9,26.8,37.8,13
10/18/2023 16:35,61.6,26.8,37.7,13
10/18/2023 16:35,61.7,25.9,37.4,13
10/18/2023 16:35,61.8,26.5,37.6,13
10/18/2023 16:35,61.9,26.9,37.5,13
10/18/2023 16:35,61.7,26.6,37.6,13
10/18/2023 16:35,61.7,26.5,37.3,13
10/18/2023 16:35,61.8,26.6,37.3,13
10/18/2023 16:35,61.9,27,37.2,13
10/18/2023 16:35,62,26.6,37.8,13
10/18/2023 16:36,63.6,25.9,38.7,13
10/18/2023 16:36,63.7,25.6,38.3,13
10/18/2023 16:36,63.9,26.7,38.2,13
10/18/2023 16:36,63.9,25.7,38.3,13
10/18/2023 16:36,63.7,25.9,38.4,13
10/18/2023 16:36,63.8,26.8,38.7,13
10/18/2023 16:36,63.7,26.5,38.7,13
10/18/2023 16:36,63.9,26.9,38.7,13
10/18/2023 16:36,63.9,25.8,38.4,13
10/18/2023 16:36,63.7,25.8,38.5,13
10/18/2023 16:36,63.7,25.7,38.3,13
10/18/2023 16:36,63.8,26,38.6,13
10/18/2023 16:36,63.8,25.8,38.8,13
10/18/2023 16:36,63.8,26.9,38.4,13
10/18/2023 16:36,63.9,26.9,38.5,13
10/18/2023 16:36,63.8,25.8,38.7,13
10/18/2023 16:36,64,25.9,38.6,13
10/18/2023 16:36,64.7,26.8,38.2,13
10/18/2023 16:37,64.9,25.8,38.2,13
10/18/2023 16:37,64.6,25.7,38.3,13
10/18/2023 16:37,64.6,25.5,38.4,13
10/18/2023 16:37,64.7,25.6,38.9,13
10/18/2023 16:37,64.7,26.8,38.4,13
10/18/2023 16:37,64.8,25.5,38.9,13
10/18/2023 16:37,64.8,25.5,39.7,13
10/18/2023 16:37,64.9,25.8,39.7,13
10/18/2023 16:37,64.6,25.9,39.3,13
10/18/2023 16:37,64.9,24.9,39.3,13
10/18/2023 16:37,64.9,25.6,39.7,13
10/18/2023 16:37,65.7,25.6,39.3,13
10/18/2023 16:37,65.9,25.8,39.5,13
10/18/2023 16:37,65.9,25.7,39.8,13
10/18/2023 16:38,65.7,25,39.6,13
10/18/2023 16:38,65.8,24.6,39.3,13
10/18/2023 16:38,65.9,24.7,39.4,13
10/18/2023 16:38,65.8,26,39.7,13
10/18/2023 16:38,66.7,25.6,40.1,13
10/18/2023 16:38,66.8,24.9,39.6,13
10/18/2023 16:38,66.8,25.7,40.7,13
10/18/2023 16:38,66.7,25.5,40.7,13
10/18/2023 16:38,66.7,24.5,40.3,13
10/18/2023 16:38,66.7,25,40.3,13
10/18/2023 16:38,66.6,25.5,40.4,13
10/18/2023 16:38,66.8,25.6,40.5,13
10/18/2023 16:38,66.7,25.6,40.6,13
10/18/2023 16:38,66.7,25.8,40.3,13
10/18/2023 16:38,66.7,25.7,40.7,13
10/18/2023 16:38,66.9,25.9,40.6,13
10/18/2023 16:38,66.6,25.5,40.6,13
10/18/2023 16:38,67.6,25.7,40.6,13
10/18/2023 16:38,67.2,24.8,40.5,13
10/18/2023 16:38,66.9,24.9,40.7,13
10/18/2023 16:38,67.7,25.7,40.2,13
10/18/2023 16:38,67.8,25.9,40.7,13
10/18/2023 16:38,67.7,25.6,40.7,13
10/18/2023 16:38,67.8,25.8,40.6,13
10/18/2023 16:38,67.8,25.6,40.6,13
10/18/2023 16:38,67.8,25.8,40.4,13
10/18/2023 16:39,68.7,25.7,41.8,13
10/18/2023 16:39,68.7,24.5,41.4,13
10/18/2023 16:39,68.7,25.9,41.3,13
10/18/2023 16:39,68.6,25.7,41.6,13
10/18/2023 16:39,68.9,24.7,41.4,13
10/18/2023 16:39,68.7,24.5,41.5,13
10/18/2023 16:39,68.8,25.9,41.6,13
10/18/2023 16:39,68.7,25.6,41.7,13
10/18/2023 16:39,68.9,25.9,41.6,13
10/18/2023 16:39,69.5,25.8,41.8,13
10/18/2023 16:39,69.6,24.7,41.7,13
10/18/2023 16:39,69.7,24.9,41.6,13
10/18/2023 16:39,69.7,25.6,41.7,13
10/18/2023 16:39,69.9,25.6,41.6,13
10/18/2023 16:39,69.6,25.3,41.5,13
10/18/2023 16:39,69.8,25.8,41.3,13
10/18/2023 16:39,69.8,25.3,41.4,13
10/18/2023 16:39,69.7,24.6,41.6,13
10/18/2023 16:39,69.8,24.7,41.5,13
10/18/2023 16:40,69.9,25.8,41.8,13
10/18/2023 16:40,69.8,25.7,41.7,13
10/18/2023 16:40,69.9,25,41.3,13
10/18/2023 16:40,69.8,24.6,41.4,13
10/18/2023 16:40,69.9,24.9,41.6,13
10/18/2023 16:40,69.8,25.9,41.6,13
10/18/2023 16:40,69.9,25.6,41.5,13
10/18/2023 16:40,70.6,25.6,41.6,13
10/18/2023 16:40,70.7,24.9,42.3,13
10/18/2023 16:40,70.8,25.9,41.8,13
10/18/2023 16:40,69.7,25.7,41.7,13
10/18/2023 16:40,70.9,25.7,41.5,13
10/18/2023 16:40,70.7,25.8,41.2,13
10/18/2023 16:40,70.9,24.9,42.6,13
10/18/2023 16:40,70.9,24.8,42.4,13
10/18/2023 16:40,70.8,25.9,42.2,13
10/18/2023 16:40,70.9,25.5,42.4,13
10/18/2023 16:40,70.7,24.7,42.2,13
10/18/2023 16:40,70.8,24.9,42.8,13
10/18/2023 16:40,70.7,24.6,42.4,13
10/18/2023 16:40,70.9,24.8,42.7,13
10/18/2023 16:40,70.8,25.6,42.7,13
10/18/2023 16:40,70.8,25.6,42.5,13
10/18/2023 16:40,70.8,24.9,42.4,13
10/18/2023 16:40,71.7,26,42.7,13
10/18/2023 16:40,70.8,25.7,42.4,13
10/18/2023 16:40,71.6,25.6,42.6,13
10/18/2023 16:40,71.6,25.6,42.4,13
10/18/2023 16:40,71.8,24.9,42.3,13
10/18/2023 16:40,71.7,24.6,42.6,13
10/18/2023 16:41,71.7,25.6,42.3,13
10/18/2023 16:41,71.7,25.7,42.7,13
10/18/2023 16:41,71.8,25.7,42.3,13
10/18/2023 16:41,71.7,24.7,42.5,13
10/18/2023 16:41,71.9,25,42.3,13
10/18/2023 16:41,71.6,25,42.1,13
10/18/2023 16:41,71.8,25.5,42.3,13
10/18/2023 16:41,71.7,25.8,42.5,13
10/18/2023 16:41,71.8,25.6,42.5,13
10/18/2023 16:41,71.8,24.6,42.4,13
10/18/2023 16:41,71.7,24.6,42.6,13
10/18/2023 16:41,71.7,24.9,42.4,13
10/18/2023 16:41,72.8,25.9,42.4,13
10/18/2023 16:41,72.6,25.9,42.5,13
10/18/2023 16:41,72.6,24.8,42.4,13
10/18/2023 16:41,72.7,24.9,43.7,13
10/18/2023 16:41,72.9,24.9,43.4,13
10/18/2023 16:41,72.7,24.9,43.6,13
10/18/2023 16:41,72.8,24.9,43.6,13
10/18/2023 16:41,72.7,25.5,43.3,13
10/18/2023 16:41,72.7,25.6,43.2,13
10/18/2023 16:41,72.8,24.8,43.8,13
10/18/2023 16:41,72.7,24.6,43.7,13
10/18/2023 16:41,72.8,25,43.6,13
10/18/2023 16:41,72.7,24.7,43.3,13
10/18/2023 16:41,72.9,24.7,43.5,13
10/18/2023 16:41,72.9,24.8,43.3,13
10/18/2023 16:41,73.8,24.8,43.4,13
10/18/2023 16:41,73.7,24.7,43.3,13
10/18/2023 16:41,73.9,24.5,43.7,13
10/18/2023 16:42,73.7,24.8,43.7,13
10/18/2023 16:42,73.9,24.5,43.4,13
10/18/2023 16:42,73.9,24.7,43.2,13
10/18/2023 16:42,73.8,24.8,43.6,13
10/18/2023 16:42,73.7,24.9,43.6,13
